S,n_epoch,t_epoch,delta
S003,5,left,-4.593969474958911
S003,6,left,31.948372742254257
S003,7,right,0.7473591278683642
S003,8,left,6.288915014939107
S003,9,right,1.5207000946353162
S003,10,left,-27.017653108604804
S003,11,right,-4.249759078900482
S003,12,right,-2.6008117205449963
S003,13,left,-9.088257351369165
S003,14,left,-4.956680550363316
S003,15,left,-32.492025222279636
S003,16,right,-0.9217751716138949
S003,17,left,-7.40938817550753
S003,18,right,25.137341596148616
S003,19,right,-6.029745378417019
S003,20,left,29.629702377992515
S003,21,left,-54.179486429416556
S003,22,right,28.78967581266516
S003,23,right,-18.244704038267315
S003,24,left,19.626181945824086
S003,25,left,46.146808728537934
S003,26,right,25.738641223291268
S003,27,right,-16.345171271688898
S003,28,left,0.7926926250453405
S003,29,right,-28.705256588781637
S003,30,right,15.406182647823229
S003,31,left,8.72399996225922
S003,32,right,-31.991267548258136
S003,33,left,-21.050891948861363
S003,34,left,2.0597044164735934
S003,35,right,1.736512738947681
S003,36,left,-1.1749940089432727
S003,37,right,-0.8217524794528472
S003,38,right,2.382253706581281
S003,39,left,-19.773256249454064
S003,40,left,10.978484064938527
S003,41,right,-18.646062971156276
S003,42,left,24.631670064054816
S003,43,right,41.93747644681095
S003,44,left,-10.542332931685642
S004,0,left,8.74974794934819
S004,1,right,0.4872984892327281
S004,2,left,8.097607716974515
S004,3,right,-5.400533865888846
S004,4,left,3.5696484334412446
S004,5,right,-0.9714967809448183
S004,6,right,5.263716583985779
S004,7,left,3.4718603696449506
S004,8,right,10.647880188876709
S004,9,left,-6.600390059564187
S004,10,left,9.913199271712283
S004,11,right,7.221742365584625
S004,12,right,-1.7545664902598936
S004,13,left,4.280249347529782
S004,14,left,4.91123109210012
S004,15,left,4.3294119908074435
S004,16,right,0.5492135353883505
S004,17,right,-2.0328375512048247
S004,18,left,-0.9459128896478681
S004,19,right,4.679520029632027
S004,20,left,6.239457486758306
S004,21,left,0.862306590663799
S004,22,right,3.957568317020172
S004,23,left,5.122762862160961
S004,24,right,-7.847769695553655
S004,25,right,2.2519625366085734
S004,26,left,-1.6572342559420932
S004,27,right,-8.187593666515625
S004,28,left,-11.738089020217835
S004,29,right,-4.292311249706373
S004,30,left,7.704998761948779
S004,31,right,7.762794884908757
S004,32,right,-2.148786875205733
S004,33,left,0.11101116710760195
S004,34,right,3.95027759254657
S004,35,left,6.761398281471454
S004,36,left,9.086350368755166
S004,37,right,8.986995923900267
S004,38,right,13.540229078870084
S004,39,left,7.3975134825466
S004,40,left,12.603672722151689
S004,41,right,4.920032360775533
S004,42,right,1.8411050364386412
S004,43,left,10.602472637951472
S004,44,left,11.722318368049155
S005,0,right,4.520243357777954
S005,1,left,6.931751047381606
S005,2,left,-1.5494101447898743
S005,3,right,9.592073517314052
S005,4,right,0.6292351045642199
S005,5,left,0.9266184573944862
S005,6,left,-4.041733013097382
S005,7,right,-14.626910347807076
S005,8,left,-9.626386547615343
S005,9,right,15.970660389692476
S005,10,right,5.439512342759894
S005,11,left,-0.0017731335205013465
S005,12,left,15.741107352431861
S005,13,right,11.42423733588393
S005,14,right,22.40182843890768
S005,15,right,13.51491142473088
S005,16,left,5.557274662873564
S005,17,right,-7.742944313768621
S005,18,left,-11.702569902905513
S005,19,left,-2.6802183042063277
S005,20,right,-6.722706730151913
S005,21,right,4.445306872833033
S005,22,left,-2.507716642703059
S005,23,left,-3.8544244094491944
S005,24,right,-24.246513369224783
S005,25,left,-6.5080231124075425
S005,26,right,12.596715765117764
S005,27,right,-15.508917175772588
S005,28,left,-13.440006105838748
S005,29,right,10.355373136126815
S005,30,left,0.975848903999367
S005,31,right,-12.406454994815206
S005,32,left,-13.686593029488861
S005,33,right,2.3409300213211957
S005,34,left,2.683818369751844
S005,35,right,-1.9615927107979658
S005,36,left,11.621540195743165
S005,37,right,-6.448629936094434
S005,38,right,22.07854833359454
S005,39,left,0.43403474738093806
S005,40,right,4.218920566763924
S005,41,left,4.111303316207131
S005,42,right,-13.794429485077558
S005,43,left,0.8632951459847042
S005,44,right,-6.108161651850228
S006,0,left,-1.3728565682353597
S006,1,right,1.025726831533536
S006,2,right,-6.924822284524488
S006,3,left,-8.346615695398107
S006,4,left,5.641959521675753
S006,5,right,3.305989554929017
S006,6,right,-1.943881445065001
S006,7,left,3.86825250777469
S006,8,left,1.6495777209302709
S006,9,right,-5.60409804277101
S006,10,left,2.5589708774101005
S006,11,right,1.871010453912291
S006,12,right,3.154437440868172
S006,13,left,2.959467693737494
S006,14,left,-12.256137092475853
S006,15,left,0.11289628761070958
S006,16,right,2.6091359804048633
S006,17,left,-3.790859737863471
S006,18,right,0.0322558026526103
S006,19,left,-2.812469824302422
S006,20,right,10.158854066163519
S006,21,left,5.185329997080263
S006,22,right,6.6819153274097225
S006,23,left,-3.0464905066013586
S006,24,right,16.752102993391297
S006,25,right,-16.20838756211967
S006,26,left,-0.43490383490105344
S006,27,right,-3.3810563337844037
S006,28,left,2.391711403680336
S006,29,left,4.442728631847299
S006,30,left,-3.148721465536898
S006,31,right,6.527642255872927
S006,32,left,2.091658952105931
S006,33,right,1.0690517110077096
S006,34,right,-0.11397367341868048
S006,35,left,-6.93267172417865
S006,36,right,9.127587242652847
S006,37,left,-0.33099570700187897
S006,38,right,6.407494880397493
S006,39,left,10.637068493506572
S006,40,right,1.4330310955290209
S006,41,left,8.354381941662215
S006,42,left,8.548329964557189
S006,43,right,4.812904077296501
S006,44,left,18.553412950962198
S007,0,left,15.424631017796955
S007,1,right,18.22448522515033
S007,2,right,37.27484381498056
S007,3,left,11.7741238786123
S007,4,right,41.96286648979971
S007,5,left,4.868170251628904
S007,6,left,29.275239227351868
S007,7,right,-17.401178400172682
S007,8,right,19.716223659482836
S007,9,left,19.613929316723272
S007,10,left,17.46561383497245
S007,11,right,43.325447925602546
S007,12,left,53.30088864620347
S007,13,right,73.69736408002083
S007,14,left,10.066169145354095
S007,15,left,49.23386423856368
S007,16,right,24.182714776510267
S007,17,left,29.453018225447643
S007,18,right,20.45519078673469
S007,19,right,25.462193851064917
S007,20,left,34.57826883869201
S007,21,left,29.36586463369838
S007,22,right,-27.965579763991727
S007,23,right,2.91979096522995
S007,24,left,27.278990462719243
S007,25,right,-32.41136186618863
S007,26,left,0.2849263959207917
S007,27,left,-9.695353783671038
S007,28,right,-6.200976573079245
S007,29,left,-38.63605273889563
S007,30,left,3.256710618080099
S007,31,right,-17.918967588617022
S007,32,left,-13.512284615928479
S007,33,right,1.1707353951704533
S007,34,right,16.42171158779776
S007,35,left,46.70051892966789
S007,36,right,-14.593629947914692
S007,37,left,31.14532034473035
S007,38,left,-18.347809762648858
S007,39,right,12.185009530910278
S007,40,left,-4.455083858879014
S007,41,right,-16.37312136742645
S007,42,left,10.367406309880487
S007,43,right,-14.061413134413336
S007,44,right,48.82942040261705
S008,0,left,0.4807848068573719
S008,1,right,5.275337061230687
S008,2,left,0.0844383194910634
S008,3,right,4.230275770770042
S008,4,right,6.293095079005262
S008,5,left,-14.565775445099483
S008,6,left,-13.236764499367276
S008,7,right,4.008044507159518
S008,8,right,-5.343627678418429
S008,9,left,-3.3608234883047743
S008,10,right,3.2821114791575496
S008,11,left,-3.431290996492848
S008,12,right,5.479636439242107
S008,13,left,-10.956874781144709
S008,14,right,-13.004843383060809
S008,15,left,16.73411055779868
S008,16,right,-7.2104023001970035
S008,17,right,23.934832052244225
S008,18,left,7.675048149436449
S008,19,right,-12.107153177851224
S008,20,left,15.208270580121905
S008,21,left,-9.435227308928326
S008,22,right,-9.694548641591396
S008,23,left,-2.319744941248544
S008,24,right,-1.2631446389244303
S008,25,left,-7.324801276228982
S008,26,right,10.379938820857006
S008,27,left,9.788822082229622
S008,28,right,4.28334594001371
S008,29,right,-4.60895009865839
S008,30,right,-0.3569184936620786
S008,31,left,7.084459648262872
S008,32,left,-8.885980827656553
S008,33,right,-6.446300166996743
S008,34,left,-7.196734533549382
S008,35,right,-5.643813188630304
S008,36,right,6.128318778738517
S008,37,left,22.477715134809813
S008,38,right,7.841174505595404
S008,39,left,-3.577991404569957
S008,40,left,17.755087743015757
S008,41,right,36.12005436557912
S008,42,left,23.76068477304706
S008,43,right,-12.742302269221653
S008,44,left,14.579636362079754
S009,0,right,14.327252829566419
S009,1,left,-1.492090604839845
S009,2,left,31.267178716075634
S009,3,right,2.505242375802567
S009,4,left,37.974280143291644
S009,5,right,-16.89064226093363
S009,6,right,-29.338272108750786
S009,7,left,17.397849487827273
S009,8,right,-25.75538407779129
S009,9,left,18.357241477114727
S009,10,left,31.618513825397315
S009,11,right,43.89238562695467
S009,12,left,10.015528939443705
S009,13,right,-8.176155338758434
S009,14,left,54.846448919808665
S009,15,right,0.5859101791590433
S009,16,left,39.84832092604844
S009,17,left,-2.701521291842276
S009,18,right,28.079667790026342
S009,19,right,30.586970489112687
S009,20,left,34.22488417428824
S009,21,right,16.248768448418105
S009,22,left,11.37050450217209
S009,23,right,1.5905987724799786
S009,24,left,7.499971850100096
S009,25,right,38.48122488340388
S009,26,left,7.262835536175942
S009,27,left,20.527851530403915
S009,28,right,0.26325921557136667
S009,29,left,16.73404785986527
S009,30,right,-22.51795170404197
S009,31,left,-5.058231533938475
S009,32,left,35.610178137860025
S009,33,right,-34.65873094636462
S009,34,left,-15.705594344894223
S009,35,right,7.317061003794095
S009,36,right,2.490707354756033
S009,37,left,-1.0936563330868339
S009,38,left,40.848995147118174
S009,39,right,49.520971480845205
S009,40,left,10.444271135882644
S009,41,right,9.851422830868422
S009,42,left,21.28017692439815
S009,43,right,15.971502034523752
S009,44,left,-0.030233095488398476
S010,0,left,13.03124186770048
S010,1,right,-5.976072413451831
S010,2,left,13.155337053276298
S010,3,right,10.90843694589151
S010,4,left,-14.968588632128586
S010,5,right,5.772123426859892
S010,6,right,-16.595415769182402
S010,7,left,-4.903226542832421
S010,8,right,30.915596836279732
S010,9,left,5.606269598675816
S010,10,right,-7.125410307365897
S010,11,left,30.586910130609553
S010,12,right,11.924227101283776
S010,13,left,27.463374887428905
S010,14,left,8.131706698091229
S010,15,right,9.769347967491598
S010,16,left,21.283086669561072
S010,17,left,18.062537915247475
S010,18,right,-23.64122549685927
S010,19,right,-29.15205525901679
S010,20,left,-13.875840901749712
S010,21,right,71.03347572296359
S010,22,left,19.488373263586887
S010,23,right,-3.8451356899744553
S010,24,left,10.94202830759496
S010,25,right,-9.147341051058817
S010,26,left,-40.42480388186159
S010,27,left,59.13400731150832
S010,28,right,-0.2882205708737757
S010,29,left,-7.933568026171557
S010,30,left,8.361542638232294
S010,31,right,-13.189910704637768
S010,32,right,6.35377433044453
S010,33,left,15.358095976622081
S010,34,right,56.2050343842581
S010,35,left,16.712100022272097
S010,36,left,-22.255347523317724
S010,37,right,21.6721651714765
S010,38,left,22.98252843525747
S010,39,right,5.289157243454326
S010,40,left,13.511522987070201
S010,41,right,-9.649889296313404
S010,42,right,11.951135820619712
S010,43,left,33.29907868545516
S010,44,left,38.12771388366025
S011,0,left,5.202909565207612
S011,1,right,-1.1472058428348504
S011,2,left,12.44104903091125
S011,3,right,-2.6012932117373495
S011,4,left,0.2702696053578215
S011,5,right,5.01610391128208
S011,6,right,5.721612584707799
S011,7,left,1.828598662868412
S011,8,right,7.455859977315356
S011,9,left,-7.843003466151604
S011,10,left,10.00450180166505
S011,11,right,5.46160057041493
S011,12,right,-5.405407445794239
S011,13,left,-5.274017996689139
S011,14,left,1.8576224201011868
S011,15,left,-8.619724617053908
S011,16,right,0.3479020047531023
S011,17,left,10.259217978660256
S011,18,right,-4.311092216807815
S011,19,left,2.0252226711158983
S011,20,right,5.161762631126116
S011,21,left,3.5925664550501786
S011,22,right,-2.041163480984366
S011,23,right,13.816500358697208
S011,24,left,-10.803682711203649
S011,25,left,-6.790086745913463
S011,26,right,1.0560347182107606
S011,27,left,-8.713475074054848
S011,28,right,-1.6422849439601421
S011,29,right,6.696250857336285
S011,30,left,4.60963458825643
S011,31,right,-2.0578187685398603
S011,32,left,-1.6562020509692772
S011,33,right,11.301362221284723
S011,34,right,7.363018171227715
S011,35,left,1.360505132176172
S011,36,right,6.996912080521586
S011,37,left,-1.0416365851682663
S011,38,right,-6.3109510512539195
S011,39,left,26.998381043034545
S011,40,left,-2.6009174580316348
S011,41,right,5.193165033853536
S011,42,right,5.120708683407514
S011,43,left,35.64160903232037
S011,44,left,10.686929962011586
S012,0,left,-6.30351721505728
S012,1,right,-1.0736736023146598
S012,2,left,-13.62956972305361
S012,3,right,1.6913066214019992
S012,4,left,-5.295808078296808
S012,5,right,-2.324648693856787
S012,6,left,3.360375028128516
S012,7,right,-2.903222953788159
S012,8,right,-2.9761780961816555
S012,9,left,0.4400358622063294
S012,10,right,-7.896162720047311
S012,11,left,-0.8890527043960752
S012,12,left,-2.838086298449859
S012,13,right,-4.413182339777627
S012,14,right,1.9330822491844728
S012,15,right,1.201639767169688
S012,16,left,2.4078506273855993
S012,17,left,0.22943820313783547
S012,18,right,0.0621551107855538
S012,19,right,-1.3732640150214621
S012,20,left,-1.6362584224591004
S012,21,right,0.44154258804947233
S012,22,left,13.718990100213265
S012,23,left,2.3276014346211014
S012,24,right,-15.666726789067663
S012,25,right,9.228675641750648
S012,26,left,6.097545538675522
S012,27,left,6.77577112305049
S012,28,right,12.422528909171426
S012,29,right,-5.04040966700709
S012,30,right,-4.299896944120732
S012,31,left,-7.923286056711028
S012,32,right,-4.874199774881724
S012,33,left,3.929329261800355
S012,34,right,6.836162555849185
S012,35,left,-6.581149824198285
S012,36,left,-18.863712252287108
S012,37,right,27.8356489598049
S012,38,right,-0.5636568862258251
S012,39,left,12.733706981152366
S012,40,right,9.157467994997614
S012,41,left,-6.205776902859711
S012,42,right,2.052571726374552
S012,43,left,3.313583975563695
S012,44,right,-14.31263517873203
S013,0,right,-0.5713345219678843
S013,1,left,6.560463353767304
S013,2,right,42.91539440023437
S013,3,left,-3.096968362450639
S013,4,left,5.618267922471851
S013,5,right,-13.731664450461977
S013,6,left,1.2935562756584176
S013,7,right,7.955688537791914
S013,8,right,2.974524798563216
S013,9,left,7.187637829982947
S013,10,right,17.709217346998877
S013,11,left,-2.7869368478794314
S013,12,right,34.736353127704916
S013,13,left,-2.8626377491169563
S013,14,left,57.46211711841932
S013,15,left,34.462174489373794
S013,16,right,14.81870481566466
S013,17,left,54.004884636094005
S013,18,right,22.192034692160043
S013,19,left,-19.768806450023106
S013,20,right,26.505940473593647
S013,21,left,49.23294329516952
S013,22,right,59.79855072044057
S013,23,right,-5.104399545095795
S013,24,left,72.30947022664414
S013,25,right,41.93818224396776
S013,26,left,-0.6918464286506776
S013,27,left,75.05238579324808
S013,28,right,-21.26595994262034
S013,29,left,-14.478701172435962
S013,30,right,-4.900934992103636
S013,31,left,34.09828225420134
S013,32,left,13.174388527966713
S013,33,right,9.402570690977157
S013,34,right,99.38307810818165
S013,35,left,-60.62023305520003
S013,36,left,15.966414363271141
S013,37,right,8.2271144305397
S013,38,right,93.30639768268621
S013,39,left,10.389487052326508
S013,40,right,49.63458308219178
S013,41,left,33.999478427735156
S013,42,left,69.80562414231272
S013,43,right,-20.345336721955483
S013,44,right,46.234297917236276
S014,0,left,21.73490720304914
S014,1,right,21.062607960140326
S014,2,right,5.80079251871183
S014,3,left,23.790519895426257
S014,4,left,6.452652542445307
S014,5,right,-26.572055227822943
S014,6,right,-23.59477251439815
S014,7,left,20.508197986788574
S014,8,left,24.592764340150694
S014,9,right,-26.86920995904468
S014,10,left,41.79350153093166
S014,11,right,13.745443347025073
S014,12,left,26.278687313913764
S014,13,right,30.98890653451476
S014,14,right,-17.76971944858603
S014,15,left,55.095597334734016
S014,16,right,13.838259891541398
S014,17,left,-41.645952763507296
S014,18,right,-50.32609761616784
S014,19,left,-5.61179510920671
S014,20,right,57.065602220752794
S014,21,right,-22.34171642096298
S014,22,left,14.974850554720476
S014,23,left,22.610154203771415
S014,24,right,-18.597149093774945
S014,25,left,18.41629368758055
S014,26,right,-16.842368757197725
S014,27,left,25.669416850627726
S014,28,right,11.280857470303019
S014,29,right,27.116900400336533
S014,30,right,-2.0126390877497755
S014,31,left,33.6333321305293
S014,32,left,20.237048594997667
S014,33,right,-23.73367856661801
S014,34,left,22.219844290147932
S014,35,right,25.91361777597355
S014,36,left,-12.038931100505408
S014,37,right,-3.0839402557495816
S014,38,left,49.633874459499395
S014,39,right,-9.734439363683435
S014,40,left,-0.019687049215448837
S014,41,right,27.185655152476535
S014,42,left,-41.31479796520202
S014,43,right,-72.29687158515779
S014,44,left,-5.8995045534395345
S015,0,left,-3.57629924114363
S015,1,right,-2.6249431276562945
S015,2,left,-9.889797075028923
S015,3,right,0.39198677734475496
S015,4,right,6.730065897386098
S015,5,left,12.437367976672348
S015,6,left,2.014386796726484
S015,7,right,-12.75020909514646
S015,8,left,3.079977017449835
S015,9,right,70.22011164661527
S015,10,right,-4.127878214573322
S015,11,left,-20.617616460932155
S015,12,right,16.476564116127122
S015,13,left,28.96224220467478
S015,14,right,13.224728208471419
S015,15,right,-3.902493054358132
S015,16,left,15.599237982801043
S015,17,right,8.520821471564318
S015,18,left,20.002255334367142
S015,19,left,-0.2916055945139604
S015,20,right,9.156374275755184
S015,21,right,92.6608518087418
S015,22,left,-89.49432198023871
S015,23,right,20.795018868244455
S015,24,left,6.563302188152036
S015,25,left,76.59280443418527
S015,26,right,12.38659108287996
S015,27,left,52.062517265545466
S015,28,right,37.98458218075868
S015,29,left,-20.81127301491381
S015,30,right,6.149866208683861
S015,31,left,52.92900680917167
S015,32,right,-28.5243310526049
S015,33,left,19.13380013549512
S015,34,left,40.02092505272465
S015,35,right,27.543671407992676
S015,36,right,52.20522747859026
S015,37,left,25.4348268852613
S015,38,right,34.846199181952315
S015,39,left,-7.540260697797187
S015,40,left,45.14799854989305
S015,41,right,17.020452646864143
S015,42,left,7.767797310183937
S015,43,right,20.716681839793743
S015,44,left,31.52331262257043
S016,0,left,6.534192370437367
S016,1,right,1.6310010493146763
S016,2,left,-21.87843918009785
S016,3,right,-5.500398923030389
S016,4,right,-10.40934288138422
S016,5,left,-12.313242043153018
S016,6,right,-10.129657701617305
S016,7,left,1.5131002622753371
S016,8,right,54.17232947189806
S016,9,left,-4.312824256812156
S016,10,left,1.3922784264610115
S016,11,right,10.300316429895773
S016,12,right,-8.857377109793923
S016,13,left,33.27238330977727
S016,14,right,35.494465613737496
S016,15,left,7.397391351975834
S016,16,right,25.439281450142484
S016,17,right,-17.716948429956084
S016,18,left,-4.479839653253379
S016,19,right,5.709170356343272
S016,20,left,-9.364924336385954
S016,21,left,17.233625320002965
S016,22,right,-14.396848752582564
S016,23,left,31.89109553115224
S016,24,right,21.03092893974489
S016,25,left,42.70176056775225
S016,26,right,2.5259022549209575
S016,27,right,34.086067428543856
S016,28,left,-26.460067528657945
S016,29,left,-19.292075498852086
S016,30,right,17.213016341085975
S016,31,left,27.775484714655605
S016,32,left,5.1261529765702285
S016,33,right,17.462757965131008
S016,34,left,-16.76114108528762
S016,35,right,6.661579048862954
S016,36,right,21.96705625846525
S016,37,left,6.961687021800444
S016,38,right,-32.061158401503405
S016,39,left,-15.541502458479393
S016,40,right,11.566486560004293
S016,41,left,2.5016743805438466
S016,42,right,-2.2326840542830766
S016,43,left,-44.214406262655615
S016,44,right,-2.8594398512331693
S017,0,right,-30.66620350024005
S017,1,left,1.6980883387938164
S017,2,left,-9.891840725887924
S017,3,right,-1.228950856012112
S017,4,right,15.376441768350986
S017,5,left,40.46301491120194
S017,6,right,21.4777189865338
S017,7,left,-2.0674685359946565
S017,8,right,9.991622012759507
S017,9,left,17.141379732609735
S017,10,right,25.32222895730802
S017,11,left,-4.598599952819079
S017,12,right,-2.1346281872231714
S017,13,left,7.181839439319901
S017,14,right,-6.631770328212042
S017,15,right,19.11017097934095
S017,16,left,19.93393176095833
S017,17,right,-16.016538189432218
S017,18,left,28.58225264934945
S017,19,left,9.83249002084716
S017,20,right,19.548963584607122
S017,21,left,56.64738795161841
S017,22,right,78.17971226547934
S017,23,right,103.70768024480073
S017,24,left,-28.822255608139955
S017,25,left,-1.993509587231813
S017,26,right,-22.352526493982552
S017,27,left,21.671059164548865
S017,28,right,18.331495733240857
S017,29,left,16.54500155894459
S017,30,left,-13.849822433459401
S017,31,right,-0.7456095515210706
S017,32,right,53.466440961331
S017,33,left,125.60050766960676
S017,34,right,27.005805367311922
S017,35,left,8.465191630657884
S017,36,right,52.95581176804498
S017,37,left,-0.3238109690912694
S017,38,left,13.934654612034237
S017,39,right,43.65977196676505
S017,40,right,52.62695391290653
S017,41,left,68.05308664581796
S017,42,left,152.90305549719528
S017,43,right,-26.665042453846084
S017,44,left,64.11791373564185
S018,0,right,4.5905713542844815
S018,1,left,-0.10220073688941156
S018,2,left,-1.0774536025373607
S018,3,right,-0.35279802056657417
S018,4,left,4.073294674802529
S018,5,right,5.900726058434536
S018,6,right,7.2558103210392435
S018,7,left,7.3986089475959425
S018,8,left,8.085678419665312
S018,9,right,5.753406980253397
S018,10,left,2.6499024916119254
S018,11,right,0.5490196408593491
S018,12,right,1.7297488319494185
S018,13,left,-3.3511780920351377
S018,14,right,1.2793079685171858
S018,15,right,8.248493767077923
S018,16,left,0.8407838016526519
S018,17,left,1.2355980142423206
S018,18,right,3.996019125260176
S018,19,left,-3.974569312810992
S018,20,right,2.739676602770013
S018,21,left,3.6635664086134945
S018,22,right,4.960580670923113
S018,23,left,-0.7531419079335713
S018,24,right,0.8361498007062025
S018,25,left,0.277213858154294
S018,26,right,-1.149147290703219
S018,27,right,-1.7896265663205746
S018,28,left,2.0334236979728644
S018,29,left,-5.403278896061515
S018,30,left,6.5308964430645045
S018,31,right,-6.21880149821463
S018,32,right,-5.067339200050965
S018,33,left,4.605259531629381
S018,34,left,5.421665993084664
S018,35,right,-5.361650039920102
S018,36,left,-10.581810515252599
S018,37,right,-0.9606248956334689
S018,38,right,4.026671629649577
S018,39,left,-9.704792779200867
S018,40,right,3.2037666503589275
S018,41,left,-0.6849223592477429
S018,42,left,10.31645107738854
S018,43,right,10.571556230356178
S018,44,right,-3.41568000491111
S019,0,right,-15.907871920742274
S019,1,left,-17.983328539957768
S019,2,left,21.052925863748868
S019,3,right,-0.3680207627247398
S019,4,left,-11.828056990025921
S019,5,right,-9.462703195520767
S019,6,right,0.44369435157599213
S019,7,left,21.01659479613153
S019,8,right,0.6857989504363857
S019,9,left,-9.398307067651814
S019,10,right,-40.6633416220269
S019,11,left,11.049691780833896
S019,12,right,2.720043930691503
S019,13,left,-6.721106158583936
S019,14,left,-6.465645771755092
S019,15,right,5.785040402596955
S019,16,left,-11.76093010429426
S019,17,right,14.279783575370594
S019,18,left,9.073898646148962
S019,19,left,42.150468778691604
S019,20,right,-24.142617649704093
S019,21,right,16.15704242134224
S019,22,left,-6.179701131974895
S019,23,right,-3.178974702184405
S019,24,left,6.603663247164022
S019,25,left,0.11294399051695336
S019,26,right,47.28764697105087
S019,27,left,-37.18898715365135
S019,28,right,-14.674291323146534
S019,29,left,10.676604141658409
S019,30,left,-11.52772452128334
S019,31,right,5.25726590601171
S019,32,left,11.240966434918455
S019,33,right,-7.359133828086819
S019,34,right,-11.367689170689914
S019,35,left,18.276377981408892
S019,36,right,23.14930598155736
S019,37,left,-7.003399910402273
S019,38,right,-17.643053157181257
S019,39,left,40.68123539155238
S019,40,left,-4.669758493478042
S019,41,right,-10.258558461443677
S019,42,left,32.09235868569422
S019,43,right,8.202484052571727
S019,44,right,36.5036047639421
S020,0,left,-7.104488325312442
S020,1,right,-3.369615823755611
S020,2,right,1.6405468766323779
S020,3,left,-1.4120461795471329
S020,4,right,11.10507021413362
S020,5,left,-1.1095882319191617
S020,6,left,-0.44914613874746934
S020,7,right,1.5398669588439695
S020,8,left,6.9290796355279145
S020,9,right,2.354408757549619
S020,10,right,-1.2093499385721689
S020,11,left,1.958649264614559
S020,12,right,-5.757911553949711
S020,13,left,0.4304966407851243
S020,14,right,0.9537607352124908
S020,15,right,3.1249749945153145
S020,16,left,3.0814167682310067
S020,17,right,3.3591184920951616
S020,18,left,2.851435438390247
S020,19,left,-7.6593296119387375
S020,20,right,2.5073354202935114
S020,21,left,2.0133888407766065
S020,22,right,2.2688509102020706
S020,23,left,-2.8679316867980162
S020,24,right,3.359875362429186
S020,25,right,-14.929925672916204
S020,26,left,2.2279063904715386
S020,27,right,7.700616388580517
S020,28,left,1.7735675202061412
S020,29,left,2.8795727869672785
S020,30,right,-0.8590414991811048
S020,31,left,2.5317593662214186
S020,32,right,6.999907286923671
S020,33,left,1.2864274664570043
S020,34,right,-2.690334092881896
S020,35,left,9.968875589813544
S020,36,left,-1.2065747503615825
S020,37,right,-3.553287515939976
S020,38,left,6.7952711487266075
S020,39,right,-0.5795420684914472
S020,40,right,-3.1275727812148073
S020,41,left,3.485338996156898
