S,n_epoch,t_epoch,delta
S003,7,left,4.182471594249023
S003,8,left,29.691732101558998
S003,9,right,8.209262658623466
S003,10,left,-22.81313960704641
S003,11,right,23.21800814798506
S003,12,right,-27.106728717034976
S003,13,left,-11.825843884426504
S003,14,right,-1.2627725835299657
S003,15,left,26.983396002938385
S003,16,right,-2.593221152785901
S003,17,left,11.887691158596326
S003,18,right,-25.90683984202127
S003,19,left,-19.30379492900628
S003,20,right,-16.335791296606182
S003,21,right,2.8010948388837633
S003,22,left,-10.191533590268833
S003,23,left,7.479501788057689
S003,24,right,-47.3611383558884
S003,25,right,32.504569652404015
S003,26,left,-26.0505447959801
S003,27,right,51.484268593987366
S003,28,left,-5.36077741444511
S003,29,left,2.16765638080048
S003,30,left,18.226333727781842
S003,31,right,15.152232309315863
S003,32,left,-19.875501887124216
S003,33,right,48.22917712990621
S003,34,right,-2.5399868331360693
S003,35,left,7.93046505390047
S003,36,right,-40.455038323177476
S003,37,left,-48.46146740610905
S003,38,left,19.27798210361729
S003,39,right,-28.71577899741675
S003,40,left,28.65894711858303
S003,41,right,22.39414955108704
S003,42,left,32.00585792614142
S003,43,right,62.68598929254214
S003,44,right,16.16121907838339
S004,0,right,-0.7319148421216362
S004,1,left,2.978291980387027
S004,2,right,0.4098008251983707
S004,3,left,3.5161562412931
S004,4,left,8.654675949130134
S004,5,right,4.94953055369691
S004,6,left,8.635984976125425
S004,7,right,7.002652274717608
S004,8,right,6.743388116082276
S004,9,left,9.361987233151897
S004,10,right,13.036306173459106
S004,11,left,-0.5191732537535785
S004,12,right,1.0031246898282404
S004,13,left,1.5643578932673208
S004,14,right,7.808999722149425
S004,15,right,1.2991465644112026
S004,16,left,-1.9567637116495504
S004,17,left,11.561703920465497
S004,18,right,15.47443135541873
S004,19,left,8.524364912587778
S004,20,right,1.2963848333123416
S004,21,right,6.372108662576977
S004,22,left,7.228791599696265
S004,23,right,8.534718268232467
S004,24,left,0.2651088080558317
S004,25,left,6.528909320908392
S004,26,right,5.032340395460526
S004,27,right,3.2774736166801333
S004,28,left,5.616262856219901
S004,29,right,-5.516270273374687
S004,30,left,7.694754634887165
S004,31,right,11.239559108269251
S004,32,right,3.441535322727244
S004,33,left,9.792201529015692
S004,34,left,7.969300350688107
S004,35,right,6.933651035081137
S004,36,left,5.709147706415525
S004,37,right,-6.328453334138439
S004,38,left,8.084033407672454
S004,39,right,8.567817384664757
S004,40,left,6.873040887325331
S004,41,right,15.413324286169196
S004,42,right,3.72077239763977
S004,43,left,5.609763446712286
S004,44,left,11.022261791265995
S005,0,left,5.7793273990879594
S005,1,right,-0.45998182814664546
S005,2,right,10.57390199890618
S005,3,left,-1.3061587827790788
S005,4,right,12.750382983468143
S005,5,left,-2.955315058782464
S005,6,right,6.220659200503384
S005,7,left,19.541387123173294
S005,8,right,4.181502887576883
S005,9,left,10.484784217296905
S005,10,left,1.8751740970049333
S005,11,right,19.920318181630453
S005,12,left,6.630379199820663
S005,13,right,7.756433047884869
S005,14,right,-3.188144117534648
S005,15,right,2.99654127546113
S005,16,left,-5.062528031282088
S005,17,left,10.486361448472575
S005,18,right,11.666735808148182
S005,19,left,7.215188438178817
S005,20,right,8.160883618630947
S005,21,right,-1.625714562908243
S005,22,left,11.513287347361224
S005,23,right,-10.754629825361082
S005,24,left,9.336905018281282
S005,25,right,-1.8673450804039327
S005,26,left,11.910043606126372
S005,27,left,-1.1500856695109398
S005,28,right,0.5187709234733653
S005,29,left,-4.020768112004106
S005,30,left,-6.203571903358323
S005,31,right,-2.877812252827983
S005,32,left,-8.362773386205031
S005,33,right,8.794050592606705
S005,34,right,-0.21457486393829583
S005,35,left,7.665757552292501
S005,36,right,13.900184451871201
S005,37,left,7.120553318939194
S005,38,left,7.53680767511748
S005,39,right,2.4185139405980713
S005,40,left,-17.33231455812146
S005,41,right,12.740436241525629
S005,42,right,2.577595620134879
S005,43,left,-7.580936326289983
S005,44,left,20.903451072361403
S006,0,right,1.5922763745320658
S006,1,left,-7.589724665098842
S006,2,left,-5.313932542882656
S006,3,right,-5.883444330526801
S006,4,left,1.9776109459072373
S006,5,right,-12.371809026808656
S006,6,left,-2.462011652076832
S006,7,right,-2.3441406015362904
S006,8,right,1.9215007424261845
S006,9,left,2.5658547610818765
S006,10,left,4.643700711585037
S006,11,right,11.137502612354242
S006,12,right,-0.12535446135820116
S006,13,left,6.37689056789144
S006,14,left,1.1260920353035324
S006,15,left,2.038994380178636
S006,16,right,3.6820401009004673
S006,17,left,-0.2333564937148438
S006,18,right,-0.6056117286259024
S006,19,left,4.056735491428839
S006,20,right,4.830620184336741
S006,21,left,0.343764814129802
S006,22,right,5.550327396584622
S006,23,left,-2.005447095483678
S006,24,right,5.8470213932357815
S006,25,right,15.722242648546942
S006,26,left,-3.261219697013356
S006,27,right,9.246832474359682
S006,28,left,1.5618303357129797
S006,29,right,0.5940332095209371
S006,30,right,3.145305092949503
S006,31,left,2.141102557099245
S006,32,right,7.835877588959612
S006,33,left,3.6451752277888527
S006,34,right,4.202348118428169
S006,35,left,7.112441295104359
S006,36,right,14.698855144750183
S006,37,left,-7.752325692763698
S006,38,left,6.1032891723193785
S006,39,right,3.481173036521419
S006,40,left,-5.868075268451548
S006,41,right,14.068025865842634
S006,42,left,-4.8753241151151485
S006,43,right,1.3712389757149737
S006,44,right,1.305408786887547
S007,0,right,8.977277722996934
S007,1,left,4.591349815844097
S007,2,right,-1.914721504849524
S007,3,left,1.9609649892853867
S007,4,left,30.449859627312623
S007,5,right,13.021233547292873
S007,6,left,26.795386635354745
S007,7,right,-4.717974040903584
S007,8,left,23.792241614863748
S007,9,right,-9.219126271102354
S007,10,left,22.24689256168827
S007,11,right,12.449559674262872
S007,12,right,9.78271839604087
S007,13,left,-15.731869594410483
S007,14,right,0.39230715835830665
S007,15,right,24.025811268193713
S007,16,left,57.84972666442013
S007,17,right,6.939524928821015
S007,18,left,39.50493916585403
S007,19,right,54.95070617968894
S007,20,left,56.71068337545803
S007,21,right,65.52408490365237
S007,22,left,-2.5782374508088424
S007,23,right,27.17517134793067
S007,24,left,6.022946290468511
S007,25,right,-1.0253584153752016
S007,26,left,15.10059141528194
S007,27,right,-6.544889407637918
S007,28,left,-26.707777324925928
S007,29,left,-5.048350314154725
S007,30,left,23.210623902386587
S007,31,right,-1.0671867879580716
S007,32,left,49.7197830321771
S007,33,right,14.274155798170085
S007,34,left,50.69381283083118
S007,35,right,50.17526132830812
S007,36,right,22.62026014862795
S007,37,left,35.023917908650226
S007,38,right,31.013915200499277
S007,39,left,68.77967698206479
S007,40,right,3.17651848952967
S007,41,left,16.351662689152278
S007,42,left,53.34334932293539
S007,43,right,23.408698240792546
S007,44,left,38.34026101882988
S008,0,left,31.878897727936092
S008,1,right,2.940823820205445
S008,2,left,-4.947307652194162
S008,3,right,17.365198591794496
S008,4,right,-18.84431235141188
S008,5,left,2.4255201541633298
S008,6,left,-10.29106728517695
S008,7,right,8.706938884833683
S008,8,right,12.295910317856752
S008,9,left,-5.132967318795167
S008,10,left,6.660492842711243
S008,11,right,-15.513249040202254
S008,12,right,17.046491932190207
S008,13,left,-3.378372023859505
S008,14,right,-1.5066869956864934
S008,15,left,-20.671336834978504
S008,16,right,-13.00153842990543
S008,17,left,-4.2121880756313885
S008,18,right,-45.468931334028966
S008,19,left,-15.025781087040272
S008,20,right,4.073749766924223
S008,21,right,-8.134361442113338
S008,22,left,0.16008412349115275
S008,23,left,-15.228079207444459
S008,24,right,-9.335415655257776
S008,25,right,19.41416734941687
S008,26,left,-4.904738666311886
S008,27,left,7.200003117547759
S008,28,right,-31.04186290823897
S008,29,right,4.523525617662649
S008,30,left,-0.4792039239225616
S008,31,right,11.85646562383652
S008,32,right,14.51822866417163
S008,33,left,-4.461498829215266
S008,34,left,-18.88251420267469
S008,35,right,-7.171906172531877
S008,36,left,-13.16171770311734
S008,37,right,-13.430891997119375
S008,38,right,-10.355847684793751
S008,39,left,4.05890583756883
S008,40,right,5.711542151940982
S008,41,left,-4.814932999586411
S008,42,right,-16.16266442465828
S008,43,left,-3.607267227416955
S008,44,left,-32.27619292031373
S009,0,right,-19.55579653029409
S009,1,left,42.77208312587021
S009,2,right,12.520299733538003
S009,3,left,20.874045801411555
S009,4,left,-25.304728578511416
S009,5,right,7.753036515558037
S009,6,left,3.1737387562735933
S009,7,right,10.456192298103346
S009,8,right,48.612216043482626
S009,9,left,-31.843389319582286
S009,10,right,7.475586932113622
S009,11,left,3.176928239598901
S009,12,right,-4.218231578431144
S009,13,left,10.267981904439807
S009,14,left,23.527290004094354
S009,15,right,25.699989156018376
S009,16,left,37.58764540390971
S009,17,right,14.745779362852517
S009,18,left,1.9375005914216672
S009,19,left,-15.85740534265721
S009,20,right,-13.55241834047277
S009,21,right,2.6782796913673153
S009,22,left,21.08045315266834
S009,23,left,-21.061935609093986
S009,24,right,13.879097349513785
S009,25,right,6.0245475808763445
S009,26,left,-16.60474049049479
S009,27,left,-15.02020227705981
S009,28,right,23.394689356740287
S009,29,left,69.39739590335986
S009,30,right,45.99155208515589
S009,31,left,-17.63161654499936
S009,32,right,26.1380568329054
S009,33,left,-0.415112578201402
S009,34,left,3.7847355943859284
S009,35,right,28.938080864219593
S009,36,left,3.9401658672959456
S009,37,right,21.20678857575693
S009,38,left,-8.037994079207024
S009,39,right,3.10020818599088
S009,40,left,-3.804484704876245
S009,41,right,-14.383427809962157
S009,42,left,-8.72892092736879
S009,43,right,-19.490247864516007
S009,44,right,6.683180270626195
S010,0,right,-7.554763235447389
S010,1,left,6.223142972145723
S010,2,left,-5.061450406404262
S010,3,right,0.7594561486847908
S010,4,right,-4.579345600578392
S010,5,left,14.722426952655809
S010,6,right,20.25695025404829
S010,7,left,-2.089182725879674
S010,8,left,16.597868364136936
S010,9,right,-18.746232120775282
S010,10,left,21.969911443342873
S010,11,right,6.162941669819652
S010,12,right,-8.227639197625962
S010,13,left,42.84442139721163
S010,14,left,-2.126855156709091
S010,15,right,13.914912951160545
S010,16,left,10.151641676143434
S010,17,left,23.343409457156355
S010,18,right,-13.689495784643867
S010,19,left,28.75110499487664
S010,20,right,107.05619025789127
S010,21,right,-36.28544527275161
S010,22,left,-11.289486094063165
S010,23,left,26.26903564919383
S010,24,right,-21.788993857627062
S010,25,right,-32.49222475774222
S010,26,left,-24.962517279472912
S010,27,left,69.79100343883314
S010,28,right,9.220382665582306
S010,29,left,-5.398832089039672
S010,30,left,29.57445919171788
S010,31,right,11.361066528913938
S010,32,left,43.79905842831953
S010,33,right,-23.580341305754075
S010,34,right,4.1316521420123
S010,35,left,15.265013142059253
S010,36,right,45.43642908256838
S010,37,left,25.58406841411582
S010,38,left,29.529882466000075
S010,39,right,-9.774881345719848
S010,40,left,31.20071462408479
S010,41,right,27.281223803675203
S010,42,right,-1.377155798017128
S010,43,left,58.03657144200755
S010,44,left,22.063731902837397
S011,0,right,-2.336545663612629
S011,1,left,5.998003729843678
S011,2,left,-2.7737463630615657
S011,3,right,0.8111760094582685
S011,4,left,15.93455301812541
S011,5,right,17.907407285679874
S011,6,right,12.779298168674519
S011,7,left,9.941241101908023
S011,8,left,4.0469997639166415
S011,9,right,-7.108774291137955
S011,10,right,3.140065509778431
S011,11,left,13.046623800262143
S011,12,right,-1.8787922962903423
S011,13,left,6.16419863758011
S011,14,right,4.371628916602649
S011,15,left,5.343264334414837
S011,16,right,-2.0354799159220818
S011,17,left,8.721195635260905
S011,18,right,-1.4685396251564775
S011,19,left,12.72984466553163
S011,20,right,-1.0187084251788399
S011,21,right,5.8094307419112425
S011,22,left,-0.976275360239903
S011,23,left,-2.7533444128779365
S011,24,right,7.92945230429806
S011,25,right,2.617177603682709
S011,26,left,6.422851809588401
S011,27,right,-0.5553391235759335
S011,28,left,-16.590075512744573
S011,29,right,-4.815198847972347
S011,30,left,-6.036366146355668
S011,31,right,-8.1195150855497
S011,32,right,-1.2654416231172938
S011,33,left,0.3887060729041316
S011,34,left,6.997452317315744
S011,35,right,3.249413472019583
S011,36,left,10.013849805541987
S011,37,right,9.724313933105801
S011,38,right,-4.870714280410201
S011,39,left,4.134825247633962
S011,40,left,26.66851528290255
S011,41,right,8.751419869165687
S011,42,left,-8.274139046792364
S011,43,right,-1.9514866271655364
S011,44,left,17.207588962712602
S012,0,left,3.78527385995935
S012,1,right,3.274479413371754
S012,2,right,0.11019812663008821
S012,3,left,-0.44097273879213716
S012,4,right,-7.0422699483641225
S012,5,left,-2.5185277292441057
S012,6,right,3.154419019357057
S012,7,left,2.366812666818788
S012,8,left,4.985038335071621
S012,9,right,5.740721024050984
S012,10,right,-9.374356791190252
S012,11,left,-1.4274886957409052
S012,12,right,4.153793248211073
S012,13,left,6.328583577710674
S012,14,left,7.890919284858256
S012,15,right,-11.028859073860211
S012,16,left,-1.5585640872606383
S012,17,left,-9.345169661098616
S012,18,right,-6.0290460839052
S012,19,left,-5.128931756811543
S012,20,right,-0.5835925636539301
S012,21,left,7.714174911195279
S012,22,right,14.82137846254114
S012,23,right,2.1594470655941933
S012,24,left,-8.202956133103115
S012,25,right,-11.331434644359877
S012,26,left,11.46504691052245
S012,27,right,-6.374604129494347
S012,28,left,9.037763585839443
S012,29,left,0.29569077341880856
S012,30,left,0.787313862167121
S012,31,right,3.014505824745047
S012,32,left,0.4401706279090263
S012,33,right,-1.3642195312546335
S012,34,right,-15.834486192506183
S012,35,left,4.33852797327804
S012,36,right,-1.269853368030688
S012,37,left,5.390202806561799
S012,38,left,2.614717387265788
S012,39,right,3.391099204143586
S012,40,right,7.309571973665218
S012,41,left,-9.624969448406354
S012,42,left,5.238795017505566
S012,43,right,8.784026373964895
S012,44,left,-2.1083069651642106
S013,0,left,11.476249442157332
S013,1,right,35.95654283401808
S013,2,left,10.117187660965222
S013,3,right,8.145616435789982
S013,4,right,-4.833397907906736
S013,5,left,25.68540128523677
S013,6,left,2.910371778174671
S013,7,right,33.64957357674356
S013,8,right,24.291598954249125
S013,9,left,16.530262468798938
S013,10,right,23.646024837625745
S013,11,left,-9.151560176929245
S013,12,left,48.50531474012118
S013,13,right,-0.18049353485967856
S013,14,left,13.250696737011154
S013,15,right,24.54293195362728
S013,16,left,-2.9994164223541446
S013,17,left,22.371650998113118
S013,18,right,37.73954433032722
S013,19,left,14.610783434830232
S013,20,right,39.351621035234636
S013,21,left,-8.193699851796964
S013,22,right,-0.6663799206434575
S013,23,right,23.718372922395282
S013,24,left,-14.313798363453536
S013,25,left,3.4165086497495736
S013,26,right,14.225938096732676
S013,27,left,9.795341912073653
S013,28,right,40.380158311074325
S013,29,left,52.39121547767114
S013,30,right,11.100374958310574
S013,31,left,-1.355683592721185
S013,32,right,30.607370141625736
S013,33,left,-12.088831355419892
S013,34,right,27.746418512363732
S013,35,left,58.21799117241724
S013,36,left,70.55685255576665
S013,37,right,4.190629305385585
S013,38,right,-18.79055323073655
S013,39,left,0.14440817206867962
S013,40,left,-3.5775126319086468
S013,41,right,3.817991276676082
S013,42,left,87.98453430332734
S013,43,right,44.75926578491918
S013,44,left,-5.276059099665375
S014,0,left,29.224616613155472
S014,1,right,11.65063851513311
S014,2,left,-13.451135565181865
S014,3,right,29.869642873949275
S014,4,left,11.722356085219396
S014,5,right,59.39480900417904
S014,6,right,16.48518100101895
S014,7,left,28.80038997511057
S014,8,left,17.716552409667763
S014,9,right,14.814538722557998
S014,10,right,23.948941923462648
S014,11,left,29.739973020964293
S014,12,right,47.36863312404348
S014,13,left,24.191243328359178
S014,14,right,11.363789543378303
S014,15,right,7.023214320492741
S014,16,left,3.26336393747998
S014,17,left,12.582851257684872
S014,18,right,34.25262704952139
S014,19,right,-12.577955294445097
S014,20,left,-28.325249108237827
S014,21,right,51.37654664968075
S014,22,left,18.180763892053662
S014,23,right,13.431460600370329
S014,24,left,15.822019908048503
S014,25,right,76.23315493927885
S014,26,left,59.36378254031061
S014,27,left,29.25371551871862
S014,28,right,45.72973672966104
S014,29,right,-2.3820272792316928
S014,30,left,21.929125725557256
S014,31,right,9.582684466938503
S014,32,left,25.717117414504273
S014,33,right,22.240003759523848
S014,34,right,48.57335241171455
S014,35,left,4.972818532937936
S014,36,right,24.809210540069728
S014,37,left,54.301122928558996
S014,38,right,46.5076787232178
S014,39,left,14.30793905692753
S014,40,left,34.37345221863502
S014,41,right,-36.13708804134308
S014,42,right,62.91000286197609
S014,43,left,31.377360607191477
S014,44,left,33.40295174945707
S015,0,left,33.240444048900216
S015,1,right,55.5291511378546
S015,2,left,67.256499926722
S015,3,right,-11.988912783948166
S015,4,right,-25.987143595431284
S015,5,left,1.731270067509513
S015,6,right,64.32216304729786
S015,7,left,11.685479527344285
S015,8,right,4.610759045197014
S015,9,left,-7.681159680411511
S015,10,right,1.695144595874325
S015,11,left,0.9674289622081034
S015,12,right,45.364507353302145
S015,13,left,6.312008881637141
S015,14,right,-18.823907658862133
S015,15,right,6.8782483803856
S015,16,left,-32.4722005758302
S015,17,left,36.40272559602324
S015,18,right,7.565644608941213
S015,19,right,5.648534078789147
S015,20,left,20.39502283635725
S015,21,left,17.500355427338988
S015,22,right,30.408151521745467
S015,23,right,1.6391646387984906
S015,24,left,21.98669010303631
S015,25,left,32.270891299053105
S015,26,right,65.27681332732317
S015,27,right,2.2881031336771684
S015,28,left,16.11900429721031
S015,29,right,6.192989597603187
S015,30,left,48.8575236229739
S015,31,right,-12.551016526585279
S015,32,left,7.653832492305057
S015,33,right,66.86366018280684
S015,34,left,60.62070643025735
S015,35,right,50.33438686393346
S015,36,left,43.611659499412895
S015,37,right,41.960092333031305
S015,38,right,-17.733478227412803
S015,39,left,-7.007926411424791
S015,40,left,11.116077796586822
S015,41,right,50.45015625354823
S015,42,right,12.085492644468403
S015,43,left,-5.001112028694379
S015,44,left,12.724141950988539
S016,0,right,3.0158383610980763
S016,1,left,5.28610981986488
S016,2,left,0.7537680764650077
S016,3,right,-3.63697204781991
S016,4,left,-18.349981691276653
S016,5,right,2.4197645759016098
S016,6,left,-11.29114937398656
S016,7,right,0.0746802096311967
S016,8,left,-10.306751254137865
S016,9,right,4.539585217776111
S016,10,left,7.815023169119023
S016,11,right,1.0054962237925622
S016,12,right,1.866268011888657
S016,13,left,-2.758839978317436
S016,14,left,19.36471291225772
S016,15,left,0.9548301688715419
S016,16,right,-5.631577493151717
S016,17,right,-11.037601992358127
S016,18,left,6.692835902585784
S016,19,right,4.664281562051251
S016,20,left,6.317500159281554
S016,21,left,1.778608234675108
S016,22,right,7.550728724740203
S016,23,right,-25.857744253274145
S016,24,left,44.790895474910776
S016,25,right,29.456290980204116
S016,26,left,43.598414885737384
S016,27,left,22.26556954259045
S016,28,right,-5.123837244853732
S016,29,right,49.9439496780508
S016,30,left,5.363502765353843
S016,31,right,5.35770954299301
S016,32,left,7.553159417696442
S016,33,right,-8.377686237514766
S016,34,left,11.247708235832302
S016,35,right,5.598914322533425
S016,36,right,6.776794883229421
S016,37,left,2.9786255245960263
S016,38,right,21.148293323734812
S016,39,left,39.59042813063032
S016,40,left,8.778475010935345
S016,41,right,2.743587841714625
S016,42,left,8.629402034498533
S016,43,right,-7.618452947347372
S016,44,left,-33.14099167435139
S017,0,right,-12.47716656597521
S017,1,left,7.68436456690884
S017,2,left,13.890086115322553
S017,3,right,7.134856213214526
S017,4,left,13.401215369042092
S017,5,right,5.542087758387964
S017,6,left,22.345264350499015
S017,7,right,12.685947952971027
S017,8,left,0.9805134082791582
S017,9,right,-3.612845281412433
S017,10,right,14.735053119731788
S017,11,left,22.434016777106763
S017,12,right,10.49395693656318
S017,13,left,14.952345810341253
S017,14,left,9.850307221428963
S017,15,left,6.55409621937067
S017,16,right,49.98766304179632
S017,17,left,33.27499554270854
S017,18,right,122.23763976202905
S017,19,right,121.88405518972326
S017,20,left,10.865856073359843
S017,21,right,11.045349105169073
S017,22,left,17.326588894063292
S017,23,left,12.950409500556411
S017,24,right,27.1449635319335
S017,25,right,71.82237248003781
S017,26,left,51.470828530052884
S017,27,left,19.78993937516917
S017,28,right,-59.363375723127604
S017,29,left,139.93713857964582
S017,30,right,32.65190526905039
S017,31,left,5.6523307983878155
S017,32,left,66.8723120513454
S017,33,right,138.89650153401044
S017,34,right,24.578506765022688
S017,35,left,59.49114345493859
S017,36,left,1.074868024579068
S017,37,right,25.056140246674772
S017,38,right,22.30607721263393
S017,39,left,-62.18171796482932
S017,40,right,58.227553416525424
S017,41,left,19.11572144628647
S017,42,right,4.7479455445173215
S017,43,left,49.33937679727638
S017,44,right,85.44780929680203
S018,0,right,6.0420728007393
S018,1,left,-0.1601041466501787
S018,2,left,2.549597289508892
S018,3,right,-2.8605785640236867
S018,4,left,2.2536746515191375
S018,5,right,9.648839507450983
S018,6,right,6.493482980821444
S018,7,left,-2.052884976308963
S018,8,right,1.985285735577559
S018,9,left,-5.879323150425117
S018,10,left,-2.4436856123493627
S018,11,right,2.0977760297906975
S018,12,right,0.09395690884068308
S018,13,left,11.51199521920811
S018,14,left,8.498422910185678
S018,15,right,2.9565370145792826
S018,16,left,1.003171290629826
S018,17,right,3.2558002333102163
S018,18,left,9.120039160278289
S018,19,right,0.1683131732755605
S018,20,left,1.0926642887500062
S018,21,right,-3.683792613632871
S018,22,left,4.725021958758823
S018,23,left,4.480631102955895
S018,24,right,5.155068616626588
S018,25,right,7.876036954021911
S018,26,left,1.9291672354378004
S018,27,left,5.1822306655938135
S018,28,right,7.940917134276864
S018,29,right,-3.090128559067944
S018,30,left,1.3512914475186193
S018,31,right,-1.0392419603204086
S018,32,right,2.340970225847542
S018,33,left,-0.2288496963969049
S018,34,right,3.7463596699207073
S018,35,left,3.643983708889504
S018,36,left,4.648697252864862
S018,37,right,0.5143787137715989
S018,38,left,-10.320510824696205
S018,39,right,7.848443610575767
S018,40,left,2.816169844680065
S018,41,right,2.611348040327581
S018,42,right,7.2016043391636515
S018,43,left,20.794407765034585
S018,44,right,2.543404487589566
S019,0,right,11.540131209649886
S019,1,left,13.779266099141935
S019,2,left,6.312636143074705
S019,3,right,18.86441880882618
S019,4,left,-15.22938251389035
S019,5,right,15.31797000007812
S019,6,left,-7.123482095452459
S019,7,right,23.527725874071038
S019,8,left,15.512972585923443
S019,9,right,16.567278723167085
S019,10,left,26.177227739002916
S019,11,right,21.65664504611597
S019,12,left,6.665409309005362
S019,13,right,-12.124171173468284
S019,14,left,69.22853412645912
S019,15,right,-23.781720553095802
S019,16,left,11.185297552400769
S019,17,right,-16.473736140134136
S019,18,left,-29.951905548665927
S019,19,left,20.993125024334688
S019,20,right,44.42586268507476
S019,21,left,-17.49469837004748
S019,22,right,35.83753090820853
S019,23,left,20.875194136064984
S019,24,right,-7.125578236171037
S019,25,left,4.184984286240038
S019,26,right,51.125425616012414
S019,27,left,22.261318216386144
S019,28,right,8.161526156685788
S019,29,left,25.566261828440204
S019,30,right,9.983209271915207
S019,31,left,15.667028408286512
S019,32,right,16.452663929083513
S019,33,left,22.109750895790476
S019,34,right,-17.090757887176466
S019,35,left,15.351361007038541
S019,36,right,11.608957830469237
S019,37,left,-27.819670972799727
S019,38,right,1.460910957569176
S019,39,left,-22.82659495594578
S019,40,right,38.7814882625341
S019,41,left,21.052438823744893
S019,42,right,-7.321031529403271
S019,43,left,-4.35504914773766
S019,44,left,3.608942580608364
S020,0,left,0.5291736708705734
S020,1,right,4.564669368593801
S020,2,right,-0.16527635034134747
S020,3,left,0.3501831503657531
S020,4,right,0.4416774232904004
S020,5,left,-5.720555962143422
S020,6,right,2.0537522370089665
S020,7,left,-2.666935421255676
S020,8,right,3.7854744789056785
S020,9,left,1.2299513184132334
S020,10,right,2.3707020910815064
S020,11,left,-1.7635908117941064
S020,12,right,4.235052294566973
S020,13,left,7.552538358920593
S020,14,right,3.6068735393959592
S020,15,right,0.6301271221899611
S020,16,left,-5.926436192444282
S020,17,right,5.378150229413656
S020,18,left,-1.7531362675048712
S020,19,right,-3.6566949940199933
S020,20,left,2.181060965880171
S020,21,left,-2.8505875926468605
S020,22,right,11.056167619299462
S020,23,right,0.020505214498601987
S020,24,left,-2.2476482015528543
S020,25,right,7.459213969786564
S020,26,left,4.5028001402631155
S020,27,right,4.832923866003199
S020,28,left,1.3667936767964193
S020,29,right,14.369505877816726
S020,30,right,1.0660454888570694
S020,31,left,0.608517830282949
S020,32,right,3.2468826125804
S020,33,left,2.2358861468233115
S020,34,left,0.3084132009885572
S020,35,right,1.3126955380652525
S020,36,left,-0.8747349970521423
S020,37,right,7.746001220130241
S020,38,left,-1.738854139620944
S020,39,right,7.221488052034982
S020,40,left,2.3103873167846274
S020,41,right,0.6160502231451499
S020,42,left,-0.9681846389125592
S020,43,right,5.702804038361185
S020,44,right,7.387632241088692
S021,0,right,10.185181814962462
S021,1,left,12.054023440299284
