S,n_epoch,t_epoch,delta
S004,5,right,6.986776270490568
S004,6,right,6.164706710490602
S004,7,left,5.8672059939312575
S004,8,right,7.147836304657492
S004,9,left,-6.501065796482273
S004,10,left,2.881039662354521
S004,11,right,4.260846413521932
S004,12,right,8.388875878507495
S004,13,left,0.5772652042944451
S004,14,left,8.573045981319265
S004,15,left,0.25297867699583065
S004,16,right,1.044698033521005
S004,17,right,2.9141382436660805
S004,18,left,3.9286658053984844
S004,19,right,1.7160038823337516
S004,20,left,-1.454049552579395
S004,21,left,-0.1477621030451246
S004,22,right,0.18871800595390198
S004,23,left,8.78478344276808
S004,24,right,2.04923230898374
S004,25,right,-1.7779728887908917
S004,26,left,10.428976574668297
S004,27,right,-6.8030503772633
S004,28,left,4.736398912507319
S004,29,right,-0.5800275996118884
S004,30,left,9.151783941903972
S004,31,right,0.9664736821014444
S004,32,right,3.8469928631957053
S004,33,left,4.005314808690887
S004,34,right,5.5326112272277435
S004,35,left,4.026560299807009
S004,36,left,9.293010538338478
S004,37,right,9.10082346648501
S004,38,right,10.167957537532264
S004,39,left,7.545762054291089
S004,40,left,6.224884282965075
S004,41,right,5.048017030893167
S004,42,right,1.9274744638265986
S004,43,left,8.839522109445685
S004,44,left,3.522228847774592
S005,0,right,4.960827061985572
S005,1,left,5.9179424006002215
S005,2,left,5.408118298936909
S005,3,right,2.6328506083612453
S005,4,right,-9.220256306517658
S005,5,left,-2.239058966044148
S005,6,left,3.741919654952085
S005,7,right,-15.656516026378501
S005,8,left,-18.428556863765934
S005,9,right,19.938262931736745
S005,10,right,3.3077262650320804
S005,11,left,-15.663797664156192
S005,12,left,19.59805243933963
S005,13,right,1.13985908405839
S005,14,right,32.75779682750354
S005,15,right,17.645761173008143
S005,16,left,-4.505414819426157
S005,17,right,-10.896845997744933
S005,18,left,-13.154095035438328
S005,19,left,-6.947360214820215
S005,20,right,-11.444896507276106
S005,21,right,2.1586775558705114
S005,22,left,-13.933272360120611
S005,23,left,-1.9995081094715559
S005,24,right,-28.935577251750413
S005,25,left,-7.627939165087682
S005,26,right,19.178747553949407
S005,27,right,-19.099149094797948
S005,28,left,-28.953870954443076
S005,29,right,13.042620508089858
S005,30,left,-2.989294620118052
S005,31,right,-13.920954805343335
S005,32,left,-14.995534826656261
S005,33,right,3.2740815783938615
S005,34,left,-0.21691016678226305
S005,35,right,-5.7138787651625975
S005,36,left,12.475518284913122
S005,37,right,-10.297254946688163
S005,38,right,-4.041204828142831
S005,39,left,-3.75453539405628
S005,40,right,2.8955567412944134
S005,41,left,9.384899043410385
S005,42,right,-8.379708575617556
S005,43,left,13.200322434527386
S005,44,right,2.4434077298874683
S006,0,left,-0.10175748919396455
S006,1,right,-6.523818629217272
S006,2,right,1.1793388547701262
S006,3,left,-10.273654427155961
S006,4,left,6.272129017964971
S006,5,right,-2.829686385950694
S006,6,right,3.126181031912747
S006,7,left,4.681917394828236
S006,8,left,-0.7896603210414881
S006,9,right,-3.7329233663273023
S006,10,left,8.126082581743349
S006,11,right,-3.4923810250931453
S006,12,right,3.431971252183917
S006,13,left,0.38330180374194
S006,14,left,-5.4832128078908084
S006,15,left,10.827180402897877
S006,16,right,1.5881916032155665
S006,17,left,-8.95824616035821
S006,18,right,-3.6962803461071267
S006,19,left,0.11662723465178715
S006,20,right,2.807254393188586
S006,21,left,6.6323804909705615
S006,22,right,3.2794663045917005
S006,23,left,3.903627384404391
S006,24,right,-2.5936501082916834
S006,25,right,8.949490441954516
S006,26,left,-1.3228129597246827
S006,27,right,10.290960138258967
S006,28,left,-12.318023698327703
S006,29,left,7.3847171763638695
S006,30,left,13.595349303980893
S006,31,right,-1.8878394109824832
S006,32,left,-2.476339677286809
S006,33,right,4.591626662004984
S006,34,right,4.869511282078825
S006,35,left,-8.42000500807573
S006,36,right,4.9510873415928955
S006,37,left,-4.309241675332451
S006,38,right,12.756292596957623
S006,39,left,-0.06462908928273947
S006,40,right,2.332184542752639
S006,41,left,6.663656441695338
S006,42,left,-2.665542053327254
S006,43,right,-1.3759148227415032
S006,44,left,5.923818645549016
S007,0,left,23.62390540671567
S007,1,right,16.31516312514212
S007,2,right,41.04353370811404
S007,3,left,22.459818752001155
S007,4,right,33.90999346208573
S007,5,left,19.74426629181633
S007,6,left,44.771775182149426
S007,7,right,8.295693759331805
S007,8,right,26.72838590701364
S007,9,left,14.244371160869775
S007,10,left,21.173088538393408
S007,11,right,43.802464285371165
S007,12,left,41.09570145040462
S007,13,right,21.287772672754528
S007,14,left,9.67913814028259
S007,15,left,55.27881693393096
S007,16,right,10.083448017324358
S007,17,left,38.276804984407065
S007,18,right,39.01143068803141
S007,19,right,48.419111285401456
S007,20,left,48.74545523359131
S007,21,left,49.91005733113418
S007,22,right,-26.694826697874547
S007,23,right,58.08179829094205
S007,24,left,26.366470387596763
S007,25,right,2.114477156570473
S007,26,left,3.060235649226712
S007,27,left,33.284510391427645
S007,28,right,5.8724379105320565
S007,29,left,-43.5978018499745
S007,30,left,13.516864293690617
S007,31,right,26.452416934051683
S007,32,left,-15.772444754034396
S007,33,right,-25.6330917714736
S007,34,right,4.782046578834475
S007,35,left,37.82400811813457
S007,36,right,9.490905631637474
S007,37,left,13.489058843747856
S007,38,left,17.012120315385545
S007,39,right,6.350970379567812
S007,40,left,7.894131659792137
S007,41,right,-4.8468491413269135
S007,42,left,-21.435273487271473
S007,43,right,21.76830703750568
S007,44,right,30.616781129763268
S008,0,left,2.260028554466558
S008,1,right,0.8092776410968341
S008,2,left,-0.5176328234720486
S008,3,right,-9.731071630608746
S008,4,right,-2.223082612345735
S008,5,left,-7.851280155551898
S008,6,left,0.6602380485753727
S008,7,right,21.05587442915821
S008,8,right,-10.7795869551137
S008,9,left,-2.8074369303780315
S008,10,right,-15.400235686131062
S008,11,left,13.91466651248442
S008,12,right,-0.099368290611622
S008,13,left,-3.520978411932294
S008,14,right,-2.0675978115121296
S008,15,left,15.452474799954757
S008,16,right,-10.536441261404228
S008,17,right,20.64267237909533
S008,18,left,20.963542205823543
S008,19,right,-12.187864574664701
S008,20,left,15.829297719405766
S008,21,left,-5.444533945887599
S008,22,right,-0.7188716856710897
S008,23,left,0.26388867888164924
S008,24,right,-14.7603504105378
S008,25,left,4.886800448314638
S008,26,right,9.924132789611484
S008,27,left,-27.165943127765644
S008,28,right,19.77238608230001
S008,29,right,3.028987394350061
S008,30,right,-5.600440918940798
S008,31,left,1.2865040691025627
S008,32,left,-0.65819987846168
S008,33,right,-4.769464557348805
S008,34,left,10.061508369488436
S008,35,right,-19.697489024959893
S008,36,right,15.24811329553269
S008,37,left,27.43616817853019
S008,38,right,2.801478647093802
S008,39,left,-7.599857693862212
S008,40,left,26.185897232754748
S008,41,right,42.63031930135417
S008,42,left,24.52119347659705
S008,43,right,-3.446532973415678
S008,44,left,-1.1126802998692469
S009,0,right,-0.7269271885147646
S009,1,left,27.84848105099165
S009,2,left,57.53082470247678
S009,3,right,-1.3408796907572622
S009,4,left,42.39387899916892
S009,5,right,-35.406415571454744
S009,6,right,-30.559905676313846
S009,7,left,13.944419115539162
S009,8,right,-51.30884008184441
S009,9,left,26.43210329900687
S009,10,left,46.2127353742537
S009,11,right,35.61168159874508
S009,12,left,1.672917913730899
S009,13,right,-3.098290689888202
S009,14,left,64.79833178063626
S009,15,right,-6.3439118634001375
S009,16,left,60.81206023221187
S009,17,left,-4.834143773249622
S009,18,right,26.41139934395727
S009,19,right,19.875663965493032
S009,20,left,37.72072805534431
S009,21,right,22.6840658900621
S009,22,left,16.762908227241233
S009,23,right,22.814265777173873
S009,24,left,8.670928286089548
S009,25,right,38.402035204156036
S009,26,left,8.466940134340184
S009,27,left,9.171022941712394
S009,28,right,4.386298772743785
S009,29,left,18.23748327689053
S009,30,right,4.940117171605749
S009,31,left,-23.1219630402531
S009,32,left,49.325340900773426
S009,33,right,-5.035414929696927
S009,34,left,-19.971126519094682
S009,35,right,-10.4677372350763
S009,36,right,-1.669562424534135
S009,37,left,4.938523869278583
S009,38,left,36.71365038348188
S009,39,right,44.45247404764788
S009,40,left,12.235520513142873
S009,41,right,24.00568986737668
S009,42,left,17.286817102802154
S009,43,right,3.1612238900800946
S009,44,left,18.365954617222158
S010,0,left,16.981517157242422
S010,1,right,-11.062551526821714
S010,2,left,16.74952224472348
S010,3,right,18.99071266184051
S010,4,left,-16.201443955034605
S010,5,right,10.794549819897028
S010,6,right,-9.818587342693505
S010,7,left,25.611182433857124
S010,8,right,16.743907847553714
S010,9,left,-14.888645442783009
S010,10,right,-6.566879584980342
S010,11,left,32.35362435938912
S010,12,right,1.093202501498169
S010,13,left,48.57930469061209
S010,14,left,-2.3905027525138323
S010,15,right,45.05075919618751
S010,16,left,32.57596478710899
S010,17,left,69.99908914377185
S010,18,right,-28.323551890152437
S010,19,right,-9.169732423475068
S010,20,left,-16.89332063059618
S010,21,right,60.554240545511604
S010,22,left,19.488821956100658
S010,23,right,-7.470882816245691
S010,24,left,-16.27861726050456
S010,25,right,-12.169087192135038
S010,26,left,-45.696619789531596
S010,27,left,26.82113215421704
S010,28,right,10.097927594438588
S010,29,left,-1.3709084021324998
S010,30,left,-4.468305786794694
S010,31,right,-7.055149671126323
S010,32,right,26.933203131495112
S010,33,left,25.852607519042095
S010,34,right,60.64816598960553
S010,35,left,47.54077422682573
S010,36,left,22.939905635467206
S010,37,right,-5.219987450427482
S010,38,left,20.35207986523558
S010,39,right,-0.6416478418343843
S010,40,left,21.361563392869932
S010,41,right,7.289428506253813
S010,42,right,-10.049516084204612
S010,43,left,-17.301156063864255
S010,44,left,-19.171237928219895
S011,0,left,8.358171914656175
S011,1,right,-3.4725286867952008
S011,2,left,6.657643596884668
S011,3,right,0.6303839811022343
S011,4,left,5.146467233402458
S011,5,right,7.760195698822491
S011,6,right,5.932082037716
S011,7,left,4.082913480577844
S011,8,right,9.493765261923844
S011,9,left,-12.714971646325846
S011,10,left,17.301104394172455
S011,11,right,15.749342875360535
S011,12,right,-3.636463654482185
S011,13,left,-2.1593342226332943
S011,14,left,-1.4932002730606868
S011,15,left,-7.130162009350769
S011,16,right,-4.029336529719821
S011,17,left,7.268356629765901
S011,18,right,-3.4804739557760698
S011,19,left,4.547938393723012
S011,20,right,5.847389574429691
S011,21,left,-4.404809107669291
S011,22,right,0.43537873540833516
S011,23,right,11.480885224431166
S011,24,left,-2.9910031207144847
S011,25,left,-6.348033830485452
S011,26,right,-5.232361483386121
S011,27,left,3.9675215875647645
S011,28,right,-7.9234535262881
S011,29,right,6.456553852873633
S011,30,left,4.7449092166655475
S011,31,right,0.09015032580352056
S011,32,left,3.118322564947068
S011,33,right,19.160323747382577
S011,34,right,5.123777189815602
S011,35,left,8.75778917962068
S011,36,right,10.483907052969585
S011,37,left,-14.730467563737442
S011,38,right,1.092208756368624
S011,39,left,13.122434578980247
S011,40,left,-1.61935758737053
S011,41,right,-0.9029485574855691
S011,42,right,6.959647850933692
S011,43,left,21.281315779212722
S011,44,left,4.938742547182077
S012,0,left,-12.955645793728578
S012,1,right,-5.4128492024982044
S012,2,left,-13.255436821005933
S012,3,right,-2.0091274866670474
S012,4,left,-14.887212658804575
S012,5,right,-5.637294560909773
S012,6,left,7.133810528461488
S012,7,right,-2.0885579627809285
S012,8,right,-6.916107679506624
S012,9,left,-5.224004122022542
S012,10,right,-6.18539461625436
S012,11,left,-11.292248397999185
S012,12,left,-3.3594534273628796
S012,13,right,1.5104872749435359
S012,14,right,5.708999780563428
S012,15,right,4.9372953474245165
S012,16,left,4.414608967046931
S012,17,left,-0.7653926976430903
S012,18,right,-1.086471354256048
S012,19,right,4.370572395811578
S012,20,left,0.34958284716734056
S012,21,right,-1.214726992012281
S012,22,left,7.972162578387248
S012,23,left,6.411908666109106
S012,24,right,-7.61159680173823
S012,25,right,11.413316215789703
S012,26,left,2.756928016371063
S012,27,left,-3.045487249811181
S012,28,right,25.68627755042762
S012,29,right,3.4629338898563446
S012,30,right,-1.5146758551266757
S012,31,left,10.60870894918796
S012,32,right,-0.03756602561285405
S012,33,left,2.9333540932370497
S012,34,right,10.800172323183805
S012,35,left,-7.055485758027068
S012,36,left,-9.22126949805859
S012,37,right,22.05985649605241
S012,38,right,-7.873943787987194
S012,39,left,12.495765755255213
S012,40,right,-0.042847372124050764
S012,41,left,6.13515445905761
S012,42,right,10.201783867749377
S012,43,left,9.043157070341572
S012,44,right,-20.28559113023595
S013,0,right,-5.356737462871905
S013,1,left,2.348974481235217
S013,2,right,49.01558620098851
S013,3,left,-0.9322430625971236
S013,4,left,15.592570215771026
S013,5,right,-3.3676659973258296
S013,6,left,3.6527234782460454
S013,7,right,-9.490871458738809
S013,8,right,-15.736222681837546
S013,9,left,3.6054886681837246
S013,10,right,15.599511601010732
S013,11,left,11.463592385126816
S013,12,right,59.01100983386579
S013,13,left,2.399500158686429
S013,14,left,82.1815537589938
S013,15,left,32.217454059599746
S013,16,right,42.10432709069847
S013,17,left,81.15201517884186
S013,18,right,-23.091528236959164
S013,19,left,-2.040940479976854
S013,20,right,1.0778165079741484
S013,21,left,68.33942948541232
S013,22,right,34.866370427251155
S013,23,right,5.178574085449512
S013,24,left,138.95673020409845
S013,25,right,34.74942480784675
S013,26,left,5.775990873118317
S013,27,left,102.5307532976525
S013,28,right,-25.130262998151082
S013,29,left,10.914781662714006
S013,30,right,9.15623611227219
S013,31,left,33.06444893781338
S013,32,left,-7.523992188195564
S013,33,right,7.412803701780483
S013,34,right,128.34018650343765
S013,35,left,-56.02106868404135
S013,36,left,57.71503858510479
S013,37,right,0.44642375743691787
S013,38,right,80.46049483920852
S013,39,left,10.786143449205781
S013,40,right,46.06148554591361
S013,41,left,43.16775888676041
S013,42,left,55.65522930375392
S013,43,right,-3.9148318341037367
S013,44,right,46.26916795069481
S014,0,left,24.430908303930494
S014,1,right,18.668635927257085
S014,2,right,4.741609492834542
S014,3,left,15.37997460482282
S014,4,left,-2.9819862346407646
S014,5,right,-19.955529276810097
S014,6,right,-7.5609648311965145
S014,7,left,22.427200581539722
S014,8,left,40.4084375902662
S014,9,right,-54.49193054264789
S014,10,left,51.78445248400515
S014,11,right,-9.313285880674883
S014,12,left,22.118172407090285
S014,13,right,21.784301869745356
S014,14,right,0.19240304345900938
S014,15,left,33.12344508597837
S014,16,right,18.587061998714134
S014,17,left,33.16980003380514
S014,18,right,-38.87633773779899
S014,19,left,-16.443188320889107
S014,20,right,43.26885189794377
S014,21,right,15.55945018507667
S014,22,left,9.569427631808566
S014,23,left,53.26943721192872
S014,24,right,0.47517821872851584
S014,25,left,-6.192997946045622
S014,26,right,-2.866606207188525
S014,27,left,34.34190556676542
S014,28,right,-23.52914254215102
S014,29,right,-7.629892461571075
S014,30,right,25.58023357071557
S014,31,left,55.14080950432325
S014,32,left,29.06043109643103
S014,33,right,-48.27400957674831
S014,34,left,8.391879807184608
S014,35,right,-10.809871856427733
S014,36,left,-31.756541762268995
S014,37,right,33.9029657843681
S014,38,left,61.91221623267864
S014,39,right,-0.10315392296611492
S014,40,left,35.69955157397533
S014,41,right,41.64715941396459
S014,42,left,-26.123699571904112
S014,43,right,-46.26226473879646
S014,44,left,13.88207213708914
S015,0,left,6.7847243105779285
S015,1,right,45.468999905392096
S015,2,left,-1.519194314801112
S015,3,right,28.28433545152157
S015,4,right,22.991979528784583
S015,5,left,25.749441179649168
S015,6,left,12.560656578680181
S015,7,right,-40.60838546726036
S015,8,left,-0.5046289100430954
S015,9,right,36.40163226910589
S015,10,right,-22.244497944246802
S015,11,left,-31.18404949041947
S015,12,right,26.197638520134362
S015,13,left,18.575899492469937
S015,14,right,45.46996315454152
S015,15,right,20.558283500266782
S015,16,left,16.82656425860894
S015,17,right,74.17675318793796
S015,18,left,13.851029494551213
S015,19,left,37.1552087710556
S015,20,right,-3.844636967893379
S015,21,right,46.35848538461961
S015,22,left,-62.14212117488894
S015,23,right,43.51982888020929
S015,24,left,43.38163730824263
S015,25,left,0.07100154669255687
S015,26,right,23.964007784749242
S015,27,left,29.55092690095566
S015,28,right,17.580475460402923
S015,29,left,-10.068976003215425
S015,30,right,14.964282248719364
S015,31,left,85.00267963207799
S015,32,right,16.925249996826437
S015,33,left,23.980441648584915
S015,34,left,37.5229162891487
S015,35,right,24.235457080851845
S015,36,right,61.346286310295284
S015,37,left,12.116092502525746
S015,38,right,37.917104901161494
S015,39,left,-6.07962403906555
S015,40,left,38.69914418664351
S015,41,right,51.427093085430855
S015,42,left,34.02734632703634
S015,43,right,7.873531122564472
S015,44,left,22.850599556514425
S016,0,left,13.753186797493228
S016,1,right,2.7230938023516877
S016,2,left,-17.667155414325073
S016,3,right,-6.406085850510884
S016,4,right,-13.47105725534599
S016,5,left,-14.247246709694323
S016,6,right,-3.994100541416806
S016,7,left,15.545074027070111
S016,8,right,50.05225257150808
S016,9,left,5.553539772621818
S016,10,left,-16.268596597727715
S016,11,right,11.642156984362565
S016,12,right,-10.100591572461205
S016,13,left,44.991924142304086
S016,14,right,24.210543410680785
S016,15,left,11.479784120755362
S016,16,right,25.851101542737275
S016,17,right,-13.697682642383285
S016,18,left,-9.856606271634682
S016,19,right,1.820580707383236
S016,20,left,-20.748096585360436
S016,21,left,15.337268452773095
S016,22,right,-34.021829853795474
S016,23,left,31.37996534336679
S016,24,right,32.38588534802252
S016,25,left,29.408733882273857
S016,26,right,7.39473497131651
S016,27,right,41.572781634950594
S016,28,left,-13.395678955496557
S016,29,left,-2.0332368173406934
S016,30,right,21.78539678511315
S016,31,left,6.247927332391079
S016,32,left,0.7130995169966852
S016,33,right,13.792163777223372
S016,34,left,-17.477012150617206
S016,35,right,10.370086305297981
S016,36,right,19.274154483668845
S016,37,left,13.039661832993286
S016,38,right,-44.976612309447106
S016,39,left,-40.127281272853246
S016,40,right,-4.7134003011386625
S016,41,left,-4.710450587940073
S016,42,right,-0.2796995940582292
S016,43,left,-43.135816431586946
S016,44,right,9.081410649000716
S017,0,right,-5.0466711030202305
S017,1,left,-3.071442399744406
S017,2,left,-14.208004277616674
S017,3,right,-6.901940736294286
S017,4,right,8.142178804926232
S017,5,left,35.942607762499996
S017,6,right,20.31161084781148
S017,7,left,-3.720592982592379
S017,8,right,0.4459982778790703
S017,9,left,0.7535743599375522
S017,10,right,26.968856729993078
S017,11,left,21.27758895034193
S017,12,right,0.44843024538027976
S017,13,left,7.298181713664441
S017,14,right,-6.524041757884277
S017,15,right,27.849875788585486
S017,16,left,16.55835964944498
S017,17,right,-12.58152497376198
S017,18,left,25.675173347170634
S017,19,left,8.820018884457717
S017,20,right,-1.29345813725633
S017,21,left,48.451055200239246
S017,22,right,52.14251209951826
S017,23,right,51.081763754413174
S017,24,left,-2.5956081678740475
S017,25,left,38.69431204742773
S017,26,right,-32.66616216504504
S017,27,left,5.1558282466529874
S017,28,right,13.243305294565012
S017,29,left,-2.12797792291191
S017,30,left,-0.7219198271281329
S017,31,right,2.0002204912707313
S017,32,right,74.55932408214423
S017,33,left,142.5018591825032
S017,34,right,20.107826124661607
S017,35,left,3.1422451276318952
S017,36,right,-25.690900121354474
S017,37,left,9.300897285575715
S017,38,left,8.179999331265996
S017,39,right,41.99510465612069
S017,40,right,38.0230692571118
S017,41,left,32.631011971797435
S017,42,left,75.71240878657777
S017,43,right,-23.360529789561
S017,44,left,46.10816748913905
S018,0,right,4.3430687250800375
S018,1,left,1.117728177224695
S018,2,left,-1.3915484719287363
S018,3,right,-0.5874790993967238
S018,4,left,1.643096479756295
S018,5,right,-1.3868456048981237
S018,6,right,3.447018675828243
S018,7,left,4.7744645824787515
S018,8,left,7.737854518793911
S018,9,right,8.023136517053334
S018,10,left,1.1744545838813085
S018,11,right,3.363328016808248
S018,12,right,3.1729775317428643
S018,13,left,-4.87064599316675
S018,14,right,3.5466756901928633
S018,15,right,6.670467214493717
S018,16,left,3.607282648977554
S018,17,left,3.668629768991863
S018,18,right,-6.250350036415671
S018,19,left,-1.8205493206852843
S018,20,right,-1.3260683257698709
S018,21,left,6.4552005954516165
S018,22,right,4.757450851084572
S018,23,left,3.284475571695772
S018,24,right,0.5145673831330235
S018,25,left,0.24455832282099976
S018,26,right,-4.259595592049141
S018,27,right,-4.773463820278046
S018,28,left,0.38499006768141086
S018,29,left,-2.617800439160405
S018,30,left,2.097210409414357
S018,31,right,-5.438483232261115
S018,32,right,-5.1967880446136725
S018,33,left,4.103601014976295
S018,34,left,4.608079511628178
S018,35,right,-3.2156323462848704
S018,36,left,-5.259310051455936
S018,37,right,-1.865462749156201
S018,38,right,4.2209535194843895
S018,39,left,-4.813062418856816
S018,40,right,4.991105101269159
S018,41,left,-1.0584288121663565
S018,42,left,6.51968619339533
S018,43,right,9.99827824678823
S018,44,right,-3.861747911353028
S019,0,right,28.04881221463245
S019,1,left,-13.244763191526971
S019,2,left,24.319944400924314
S019,3,right,6.249857839643759
S019,4,left,10.32095315579668
S019,5,right,5.155475756773875
S019,6,right,23.783177362690928
S019,7,left,26.050853683969336
S019,8,right,6.992614960324289
S019,9,left,18.38030965123435
S019,10,right,-31.26139388264359
S019,11,left,10.2305748284804
S019,12,right,13.820106330107848
S019,13,left,-39.00747343721108
S019,14,left,-25.19118491064514
S019,15,right,14.36885694313144
S019,16,left,10.62659701987463
S019,17,right,15.891202792411704
S019,18,left,-0.3655541064550505
S019,19,left,12.676970428558619
S019,20,right,-30.247647451449673
S019,21,right,27.334338010052946
S019,22,left,-5.851833098204743
S019,23,right,-1.4371897127793574
S019,24,left,9.95552458246653
S019,25,left,6.805875356089928
S019,26,right,45.814815092429725
S019,27,left,-44.261929989001814
S019,28,right,-26.414580284951413
S019,29,left,33.860387928295545
S019,30,left,7.213686551938025
S019,31,right,3.4644224731219992
S019,32,left,13.048410208807582
S019,33,right,19.77934815823781
S019,34,right,3.650082028989843
S019,35,left,11.446147602278899
S019,36,right,19.290502982613994
S019,37,left,13.392431704086533
S019,38,right,-9.843728142804366
S019,39,left,37.385254355025936
S019,40,left,16.33914855106312
S019,41,right,8.723963559114416
S019,42,left,35.39138327324116
S019,43,right,-3.145794317888729
S019,44,right,10.740987153286753
S020,0,left,-3.9462600937025787
S020,1,right,0.02317306244056283
S020,2,right,2.8174813737834814
S020,3,left,-2.9455027930448026
S020,4,right,4.611792831246843
S020,5,left,3.0240631086493064
S020,6,left,1.6388357307026329
S020,7,right,2.8261734849908535
S020,8,left,7.216555435428017
S020,9,right,1.3410585853025179
S020,10,right,-1.1643890559081456
S020,11,left,2.5052999425867952
S020,12,right,-1.1428959952471125
S020,13,left,-0.04059918826511222
S020,14,right,1.2116290812742747
S020,15,right,0.9466253116299441
S020,16,left,3.8915668914601262
S020,17,right,4.065697677990126
S020,18,left,2.3596501430989942
S020,19,left,-7.785523565917037
S020,20,right,-3.067443742445814
S020,21,left,-1.8409296245783509
S020,22,right,-1.3509826625950083
S020,23,left,-6.66412169987105
S020,24,right,1.7699031805757368
S020,25,right,-10.563938854218243
S020,26,left,4.778704157083277
S020,27,right,4.350328577845
S020,28,left,-4.305366168055148
S020,29,left,-1.0138519311306364
S020,30,right,3.0797910238017163
S020,31,left,1.6588642789953223
S020,32,right,2.2627764158367025
S020,33,left,7.184968377134435
S020,34,right,-4.592110194644901
S020,35,left,8.533634888241549
S020,36,left,1.070419449213901
S020,37,right,-0.29686443583509714
S020,38,left,5.585258615308977
S020,39,right,-1.0654580486006022
S020,40,right,-1.267232724033061
S020,41,left,5.781290899408004
S020,42,right,0.4068998503032528
